state_abbreviation,tax_code,unique_tax_id,tax_name,sub_tax_desc
PA,TAX418,42-129-1215694-EIT-654903,"Bolivar, BORO of - EIT",MUNICIPAL
PA,TAX418,42-129-1215694-EIT-654903,"Bolivar, BORO of - EIT",SCHOOL
PA,TAX3379,42-029-1215073-EIT-151902,"Modena, BORO of - EIT",MUNICIPAL
PA,TAX3379,42-029-1215073-EIT-151902,"Modena, BORO of - EIT",SCHOOL
PA,TAX6088,42-011-1215949-LST-063503,"Tilden, TWP of - LST",MUNICIPAL
PA,TAX6088,42-011-1215949-LST-063503,"Tilden, TWP of - LST",SCHOOL
PA,TAX290,42-003-1214767-EIT-026873,"Bellevue, BORO of - EIT",MUNICIPAL
PA,TAX290,42-003-1214767-EIT-026873,"Bellevue, BORO of - EIT",SCHOOL
PA,TAX1444,42-121-1217323-LST-160303,"Emlenton, BORO of - LST",MUNICIPAL
PA,TAX1444,42-121-1217323-LST-160303,"Emlenton, BORO of - LST",SCHOOL
PA,TAX931,42-007-1214867-EIT-042853,"Conway, BORO of - EIT",MUNICIPAL
PA,TAX931,42-007-1214867-EIT-042853,"Conway, BORO of - EIT",SCHOOL
PA,TAX6217,42-027-1216140-EIT-141003,"Union, TWP of - EIT (141003)",MUNICIPAL
PA,TAX6217,42-027-1216140-EIT-141003,"Union, TWP of - EIT (141003)",SCHOOL
PA,TAX6657,42-125-1215683-EIT-630504,"West Middletown, BORO of-EIT",MUNICIPAL
PA,TAX6657,42-125-1215683-EIT-630504,"West Middletown, BORO of-EIT",SCHOOL
PA,TAX3006,42-077-1216691-EIT-394603,"Lowhill, TWP of - EIT",MUNICIPAL
PA,TAX3006,42-077-1216691-EIT-394603,"Lowhill, TWP of - EIT",SCHOOL
PA,TAX897,42-063-1216540-LST-321103,"Conemaugh, TWP of - LST (321103)",MUNICIPAL
PA,TAX897,42-063-1216540-LST-321103,"Conemaugh, TWP of - LST (321103)",SCHOOL
PA,TAX1712,42-021-1215023-LST-116503,"Geistown, BORO of - LST (116503)",MUNICIPAL
PA,TAX1712,42-021-1215023-LST-116503,"Geistown, BORO of - LST (116503)",SCHOOL
PA,TAX654,42-003-1214779-EIT-025002,"Castle Shannon, BORO of - EIT (025002)",MUNICIPAL
PA,TAX654,42-003-1214779-EIT-025002,"Castle Shannon, BORO of - EIT (025002)",SCHOOL
PA,TAX3295,42-037-1216286-LST-191503,"Mifflin, TWP of - LST (191503)",MUNICIPAL
PA,TAX3295,42-037-1216286-LST-191503,"Mifflin, TWP of - LST (191503)",SCHOOL
PA,TAX6306,42-043-1216370-EIT-226103,"Upper Paxton, TWP of - EIT",MUNICIPAL
PA,TAX6306,42-043-1216370-EIT-226103,"Upper Paxton, TWP of - EIT",SCHOOL
PA,TAX5691,42-133-1215761-EIT-676503,"Shrewsbury, BORO of - EIT",MUNICIPAL
PA,TAX5691,42-133-1215761-EIT-676503,"Shrewsbury, BORO of - EIT",SCHOOL
PA,TAX3243,42-055-1216466-EIT-282004,Metal Township - EIT,MUNICIPAL
PA,TAX3243,42-055-1216466-EIT-282004,Metal Township - EIT,SCHOOL
PA,TAX1286,42-035-1216260-EIT-183602,"East Keating, TWP of - EIT",MUNICIPAL
PA,TAX1286,42-035-1216260-EIT-183602,"East Keating, TWP of - EIT",SCHOOL
PA,TAX6777,42-043-1216375-LST-548803,"Williams, TWP of - LST (548803)",MUNICIPAL
PA,TAX6777,42-043-1216375-LST-548803,"Williams, TWP of - LST (548803)",SCHOOL
PA,TAX2097,42-079-1216718-LST-406003,"Hunlock, TWP of - LST",MUNICIPAL
PA,TAX2097,42-079-1216718-LST-406003,"Hunlock, TWP of - LST",SCHOOL
PA,TAX6219,42-033-1216247-EIT-172003,"Union, TWP of - EIT (172003)",MUNICIPAL
PA,TAX6219,42-033-1216247-EIT-172003,"Union, TWP of - EIT (172003)",SCHOOL
PA,TAX1140,42-019-1216053-EIT-103603,"Donegal, TWP of - EIT (103603)",MUNICIPAL
PA,TAX1140,42-019-1216053-EIT-103603,"Donegal, TWP of - EIT (103603)",SCHOOL
PA,TAX1408,42-071-1215337-LST-362403,"Elizabethtown, BORO of - LST",MUNICIPAL
PA,TAX1408,42-071-1215337-LST-362403,"Elizabethtown, BORO of - LST",SCHOOL
PA,TAX1071,42-021-1216080-EIT-116003,"Dean, TWP of - EIT",MUNICIPAL
PA,TAX1071,42-021-1216080-EIT-116003,"Dean, TWP of - EIT",SCHOOL
PA,TAX5870,42-123-1217177-EIT-251453,"Spring Creek, TWP of - EIT (251453)",MUNICIPAL
PA,TAX5870,42-123-1217177-EIT-251453,"Spring Creek, TWP of - EIT (251453)",SCHOOL
PA,TAX6764,42-003-1214842-EIT-029803,"Wilkinsburg, BORO of - EIT",MUNICIPAL
PA,TAX6764,42-003-1214842-EIT-029803,"Wilkinsburg, BORO of - EIT",SCHOOL
PA,TAX1781,42-015-1215980-LST-086653,"Granville, TWP of - LST (086653)",MUNICIPAL
PA,TAX1781,42-015-1215980-LST-086653,"Granville, TWP of - LST (086653)",SCHOOL
PA,TAX1780,42-087-1216829-EIT-444602,"Granville, TWP of - EIT (444602)",MUNICIPAL
PA,TAX1780,42-087-1216829-EIT-444602,"Granville, TWP of - EIT (444602)",SCHOOL
PA,TAX3447,42-059-1215256-LST-308503,"Morris, TWP of - LST (308503)",MUNICIPAL
PA,TAX3447,42-059-1215256-LST-308503,"Morris, TWP of - LST (308503)",SCHOOL
PA,TAX5346,42-133-1215759-EIT-675503,"Red Lion, BORO of - EIT",MUNICIPAL
PA,TAX5346,42-133-1215759-EIT-675503,"Red Lion, BORO of - EIT",SCHOOL
PA,TAX1598,42-083-1216784-EIT-420803,"Foster, TWP of - EIT (420803)",MUNICIPAL
PA,TAX1598,42-083-1216784-EIT-420803,"Foster, TWP of - EIT (420803)",SCHOOL
PA,TAX179,42-015-1215974-LST-080503,"Athens, TWP of - LST (080503)",MUNICIPAL
PA,TAX179,42-015-1215974-LST-080503,"Athens, TWP of - LST (080503)",SCHOOL
PA,TAX6013,42-067-1216587-EIT-343603,"Susquehanna, TWP of - EIT (343603)",MUNICIPAL
PA,TAX6013,42-067-1216587-EIT-343603,"Susquehanna, TWP of - EIT (343603)",SCHOOL
PA,TAX1582,42-003-1214796-LST-029902,"Forest Hills, BORO of - LST",MUNICIPAL
PA,TAX1582,42-003-1214796-LST-029902,"Forest Hills, BORO of - LST",SCHOOL
PA,TAX469,42-037-2086573-LST-191103,"Briar Creek, BORO of - LST",MUNICIPAL
PA,TAX469,42-037-2086573-LST-191103,"Briar Creek, BORO of - LST",SCHOOL
PA,TAX4902,42-129-1215718-LST-654403,"Oklahoma, BORO of - LST",MUNICIPAL
PA,TAX4902,42-129-1215718-LST-654403,"Oklahoma, BORO of - LST",SCHOOL
PA,TAX6437,42-029-1216183-LST-156603,"Warwick, TWP of - LST (156603)",MUNICIPAL
PA,TAX6437,42-029-1216183-LST-156603,"Warwick, TWP of - LST (156603)",SCHOOL
PA,TAX774,42-031-1215082-LST-161203,"Clarion, BORO of - LST",MUNICIPAL
PA,TAX774,42-031-1215082-LST-161203,"Clarion, BORO of - LST",SCHOOL
PA,TAX5786,42-051-1215238-EIT-261302,"South Connellsville, BORO of-EIT",MUNICIPAL
PA,TAX5786,42-051-1215238-EIT-261302,"South Connellsville, BORO of-EIT",SCHOOL
PA,TAX1611,42-047-1216399-LST-248003,"Fox, TWP of - LST (248003)",MUNICIPAL
PA,TAX1611,42-047-1216399-LST-248003,"Fox, TWP of - LST (248003)",SCHOOL
PA,TAX5456,42-065-1216571-LST-330803,"Rose, TWP of - LST",MUNICIPAL
PA,TAX5456,42-065-1216571-LST-330803,"Rose, TWP of - LST",SCHOOL
PA,TAX2897,42-073-1216655-LST-375003,"Little Beaver, TWP of - LST",MUNICIPAL
PA,TAX2897,42-073-1216655-LST-375003,"Little Beaver, TWP of - LST",SCHOOL
PA,TAX5187,42-123-1217172-LST-628302,"Pleasant, TWP of - LST",MUNICIPAL
PA,TAX5187,42-123-1217172-LST-628302,"Pleasant, TWP of - LST",SCHOOL
PA,TAX6133,42-003-1217318-EIT-657103,"Trafford, BORO of - EIT (657103)",MUNICIPAL
PA,TAX6133,42-003-1217318-EIT-657103,"Trafford, BORO of - EIT (657103)",SCHOOL
PA,TAX5516,42-011-1214926-LST-062003,"Saint Lawrence, BORO of - LST",MUNICIPAL
PA,TAX5516,42-011-1214926-LST-062003,"Saint Lawrence, BORO of - LST",SCHOOL
PA,TAX5480,42-005-1214857-LST-030852,"Rural Valley, BORO of - LST",MUNICIPAL
PA,TAX5480,42-005-1214857-LST-030852,"Rural Valley, BORO of - LST",SCHOOL
PA,TAX1531,42-117-1217110-LST-596003,"Farmington, TWP of - LST (596003)",MUNICIPAL
PA,TAX1531,42-117-1217110-LST-596003,"Farmington, TWP of - LST (596003)",SCHOOL
PA,TAX3638,42-001-1214761-LST-011603,"New Oxford, BORO of - LST",MUNICIPAL
PA,TAX3638,42-001-1214761-LST-011603,"New Oxford, BORO of - LST",SCHOOL
PA,TAX12,42-019-1216040-EIT-105003,"Adams, TWP of - EIT (105003)",MUNICIPAL
PA,TAX12,42-019-1216040-EIT-105003,"Adams, TWP of - EIT (105003)",SCHOOL
PA,TAX6709,42-003-1214838-EIT-026902,"West View, BORO of - EIT",MUNICIPAL
PA,TAX6709,42-003-1214838-EIT-026902,"West View, BORO of - EIT",SCHOOL
PA,TAX1775,42-033-1215101-EIT-171803,"Grampian, BORO of - EIT",MUNICIPAL
PA,TAX1775,42-033-1215101-EIT-171803,"Grampian, BORO of - EIT",SCHOOL
PA,TAX623,42-059-1215251-EIT-301303,"Carmichaels, BORO of - EIT",MUNICIPAL
PA,TAX623,42-059-1215251-EIT-301303,"Carmichaels, BORO of - EIT",SCHOOL
PA,TAX1727,42-023-1216102-EIT-122703,"Gibson, TWP of - EIT (122703)",MUNICIPAL
PA,TAX1727,42-023-1216102-EIT-122703,"Gibson, TWP of - EIT (122703)",SCHOOL
PA,TAX834,42-107-1215545-LST-136603,"Coaldale, BORO of - LST (136603)",MUNICIPAL
PA,TAX834,42-107-1215545-LST-136603,"Coaldale, BORO of - LST (136603)",SCHOOL
PA,TAX6628,42-003-1214836-LST-028833,"West Homestead, BORO of - LST",MUNICIPAL
PA,TAX6628,42-003-1214836-LST-028833,"West Homestead, BORO of - LST",SCHOOL
PA,TAX5804,42-043-1216367-LST-224003,"South Hanover, TWP of - LST",MUNICIPAL
PA,TAX5804,42-043-1216367-LST-224003,"South Hanover, TWP of - LST",SCHOOL
PA,TAX6000,42-039-1216320-EIT-201033,"Summit, TWP of - EIT (201033)",MUNICIPAL
PA,TAX6000,42-039-1216320-EIT-201033,"Summit, TWP of - EIT (201033)",SCHOOL
PA,TAX1229,42-029-1216146-LST-159002,"East Bradford, TWP of - LST",MUNICIPAL
PA,TAX1229,42-029-1216146-LST-159002,"East Bradford, TWP of - LST",SCHOOL
PA,TAX3832,42-019-1216063-EIT-101252,"Oakland, TWP of - EIT (101252)",MUNICIPAL
PA,TAX3832,42-019-1216063-EIT-101252,"Oakland, TWP of - EIT (101252)",SCHOOL
PA,TAX3344,42-099-1216944-LST-504003,"Miller, TWP of - LST (504003)",MUNICIPAL
PA,TAX3344,42-099-1216944-LST-504003,"Miller, TWP of - LST (504003)",SCHOOL
PA,TAX6091,42-017-1216032-EIT-098003,"Tinicum, TWP of - EIT (098003)",MUNICIPAL
PA,TAX6091,42-017-1216032-EIT-098003,"Tinicum, TWP of - EIT (098003)",SCHOOL
PA,TAX6678,42-109-1217041-LST-555003,"West Perry, TWP of - LST",MUNICIPAL
PA,TAX6678,42-109-1217041-LST-555003,"West Perry, TWP of - LST",SCHOOL
PA,TAX665,42-013-1215959-EIT-079004,"Catharine, TWP of - EIT",MUNICIPAL
PA,TAX665,42-013-1215959-EIT-079004,"Catharine, TWP of - EIT",SCHOOL
PA,TAX5607,42-083-1216792-EIT-427503,"Sergeant, TWP of - EIT",MUNICIPAL
PA,TAX5607,42-083-1216792-EIT-427503,"Sergeant, TWP of - EIT",SCHOOL
PA,TAX582,42-125-1215654-LST-631503,"California, BORO of - LST",MUNICIPAL
PA,TAX582,42-125-1215654-LST-631503,"California, BORO of - LST",SCHOOL
PA,TAX5590,42-037-1216293-LST-191503,"Scott, TWP of - LST (191503)",MUNICIPAL
PA,TAX5590,42-037-1216293-LST-191503,"Scott, TWP of - LST (191503)",SCHOOL
PA,TAX1256,42-071-1216622-EIT-362203,"East Donegal, TWP of - EIT",MUNICIPAL
PA,TAX1256,42-071-1216622-EIT-362203,"East Donegal, TWP of - EIT",SCHOOL
PA,TAX3438,42-081-1216762-LST-412003,"Moreland, TWP of - LST",MUNICIPAL
PA,TAX3438,42-081-1216762-LST-412003,"Moreland, TWP of - LST",SCHOOL
PA,TAX677,42-019-1216045-LST-101252,"Center, TWP of - LST (101252)",MUNICIPAL
PA,TAX677,42-019-1216045-LST-101252,"Center, TWP of - LST (101252)",SCHOOL
PA,TAX501,42-045-1215174-LST-236903,"Brookhaven, BORO of - LST",MUNICIPAL
PA,TAX501,42-045-1215174-LST-236903,"Brookhaven, BORO of - LST",SCHOOL
PA,TAX4919,42-069-1215327-LST-355503,"Olyphant, BORO of - LST",MUNICIPAL
PA,TAX4919,42-069-1215327-LST-355503,"Olyphant, BORO of - LST",SCHOOL
PA,TAX280,42-035-1216254-EIT-183602,"Beech Creek, TWP of - EIT",MUNICIPAL
PA,TAX280,42-035-1216254-EIT-183602,"Beech Creek, TWP of - EIT",SCHOOL
PA,TAX1568,42-011-1214914-LST-062503,"Fleetwood, BORO of - LST",MUNICIPAL
PA,TAX1568,42-011-1214914-LST-062503,"Fleetwood, BORO of - LST",SCHOOL
PA,TAX393,42-003-1214771-LST-023912,"Blawnox, BORO of - LST",MUNICIPAL
PA,TAX393,42-003-1214771-LST-023912,"Blawnox, BORO of - LST",SCHOOL
PA,TAX379,42-063-1216533-LST-321103,"Black Lick, TWP of - LST (321103)",MUNICIPAL
PA,TAX379,42-063-1216533-LST-321103,"Black Lick, TWP of - LST (321103)",SCHOOL
PA,TAX2954,42-091-1216858-EIT-466103,"Lower Frederick, TWP of - EIT",MUNICIPAL
PA,TAX2954,42-091-1216858-EIT-466103,"Lower Frederick, TWP of - EIT",SCHOOL
PA,TAX3684,42-081-1216765-LST-414003,"Nippenose, TWP of - LST",MUNICIPAL
PA,TAX3684,42-081-1216765-LST-414003,"Nippenose, TWP of - LST",SCHOOL
PA,TAX6488,42-093-1215488-EIT-471803,"Washingtonville, BORO of-EIT",MUNICIPAL
PA,TAX6488,42-093-1215488-EIT-471803,"Washingtonville, BORO of-EIT",SCHOOL
PA,TAX738,42-113-1217067-LST-576303,"Cherry, TWP of - LST (576303)",MUNICIPAL
PA,TAX738,42-113-1217067-LST-576303,"Cherry, TWP of - LST (576303)",SCHOOL
PA,TAX1802,42-049-1216415-EIT-259703,"Greenfield, TWP of - EIT (259703)",MUNICIPAL
PA,TAX1802,42-049-1216415-EIT-259703,"Greenfield, TWP of - EIT (259703)",SCHOOL
PA,TAX6312,42-045-1216396-LST-237903,"Upper Providence, TWP of-LST (237903)",MUNICIPAL
PA,TAX6312,42-045-1216396-LST-237903,"Upper Providence, TWP of-LST (237903)",SCHOOL
PA,TAX300,42-003-1214768-EIT-020753,"Ben Avon, BORO of - EIT",MUNICIPAL
PA,TAX300,42-003-1214768-EIT-020753,"Ben Avon, BORO of - EIT",SCHOOL
PA,TAX5719,42-083-1215435-EIT-427503,"Smethport, BORO of - EIT",MUNICIPAL
PA,TAX5719,42-083-1215435-EIT-427503,"Smethport, BORO of - EIT",SCHOOL
PA,TAX2947,42-129-2086676-LST-650703,"Lower Burrell, City of - LST",MUNICIPAL
PA,TAX2947,42-129-2086676-LST-650703,"Lower Burrell, City of - LST",SCHOOL
PA,TAX5250,42-035-1216269-LST-183602,"Porter, TWP of - LST (183602)",MUNICIPAL
PA,TAX5250,42-035-1216269-LST-183602,"Porter, TWP of - LST (183602)",SCHOOL
PA,TAX6089,42-065-1215305-EIT-338003,"Timblin, BORO of - EIT",MUNICIPAL
PA,TAX6089,42-065-1215305-EIT-338003,"Timblin, BORO of - EIT",SCHOOL
PA,TAX1081,42-085-1216795-LST-431304,"Deer Creek, TWP of - LST",MUNICIPAL
PA,TAX1081,42-085-1216795-LST-431304,"Deer Creek, TWP of - LST",SCHOOL
PA,TAX5789,42-029-1216176-LST-156603,"South Coventry, TWP of - LST",MUNICIPAL
PA,TAX5789,42-029-1216176-LST-156603,"South Coventry, TWP of - LST",SCHOOL
PA,TAX3747,42-021-2086609-LST-114503,"Northern Cambria, BORO of-LST",MUNICIPAL
PA,TAX3747,42-021-2086609-LST-114503,"Northern Cambria, BORO of-LST",SCHOOL
PA,TAX1059,42-007-1215871-LST-045653,"Daugherty, TWP of - LST",MUNICIPAL
PA,TAX1059,42-007-1215871-LST-045653,"Daugherty, TWP of - LST",SCHOOL
PA,TAX618,42-069-1216593-LST-354603,"Carbondale, TWP of - LST",MUNICIPAL
PA,TAX618,42-069-1216593-LST-354603,"Carbondale, TWP of - LST",SCHOOL
PA,TAX1322,42-029-1216155-EIT-157203,"East Pikeland, TWP of - EIT",MUNICIPAL
PA,TAX1322,42-029-1216155-EIT-157203,"East Pikeland, TWP of - EIT",SCHOOL
PA,TAX5616,42-129-1215721-LST-654903,"Seward, BORO of - LST",MUNICIPAL
PA,TAX5616,42-129-1215721-LST-654903,"Seward, BORO of - LST",SCHOOL
PA,TAX5376,42-017-1216029-LST-098403,"Richland, TWP of - LST (098403)",MUNICIPAL
PA,TAX5376,42-017-1216029-LST-098403,"Richland, TWP of - LST (098403)",SCHOOL
PA,TAX5419,42-011-1214925-EIT-061103,"Robesonia, BORO of - EIT",MUNICIPAL
PA,TAX5419,42-011-1214925-EIT-061103,"Robesonia, BORO of - EIT",SCHOOL
PA,TAX6562,42-029-1216187-LST-151902,"West Brandywine, TWP of - LST",MUNICIPAL
PA,TAX6562,42-029-1216187-LST-151902,"West Brandywine, TWP of - LST",SCHOOL
PA,TAX3134,42-099-1215527-LST-506003,"Marysville, BORO of - LST",MUNICIPAL
PA,TAX3134,42-099-1215527-LST-506003,"Marysville, BORO of - LST",SCHOOL
PA,TAX250,42-007-1214864-EIT-041203,"Beaver, BORO of - EIT",MUNICIPAL
PA,TAX250,42-007-1214864-EIT-041203,"Beaver, BORO of - EIT",SCHOOL
PA,TAX2241,42-017-1214967-LST-092002,"Ivyland, BORO of - LST",MUNICIPAL
PA,TAX2241,42-017-1214967-LST-092002,"Ivyland, BORO of - LST",SCHOOL
PA,TAX3744,42-049-1216421-EIT-258303,North East Township - EIT,MUNICIPAL
PA,TAX3744,42-049-1216421-EIT-258303,North East Township - EIT,SCHOOL
PA,TAX1416,42-049-1216410-LST-258503,"Elk Creek, TWP of - LST",MUNICIPAL
PA,TAX1416,42-049-1216410-LST-258503,"Elk Creek, TWP of - LST",SCHOOL
PA,TAX1223,42-095-1215492-LST-480803,"East Bangor, BORO of - LST",MUNICIPAL
PA,TAX1223,42-095-1215492-LST-480803,"East Bangor, BORO of - LST",SCHOOL
PA,TAX5472,42-121-1215642-LST-616203,"Rouseville, BORO of - LST",MUNICIPAL
PA,TAX5472,42-121-1215642-LST-616203,"Rouseville, BORO of - LST",SCHOOL
PA,TAX1353,42-125-1215664-EIT-638803,"East Washington, BORO of-EIT",MUNICIPAL
PA,TAX1353,42-125-1215664-EIT-638803,"East Washington, BORO of-EIT",SCHOOL
PA,TAX5938,42-133-1215763-LST-676203,"Stewartstown, BORO of - LST",MUNICIPAL
PA,TAX5938,42-133-1215763-LST-676203,"Stewartstown, BORO of - LST",SCHOOL
PA,TAX6339,42-029-1216181-LST-152003,"Uwchlan, TWP of - LST",MUNICIPAL
PA,TAX6339,42-029-1216181-LST-152003,"Uwchlan, TWP of - LST",SCHOOL
PA,TAX3768,42-041-1216341-EIT-211103,"North Middleton, TWP of - EIT",MUNICIPAL
PA,TAX3768,42-041-1216341-EIT-211103,"North Middleton, TWP of - EIT",SCHOOL
PA,TAX6038,42-105-1216987-LST-530304,"Sylvania, TWP of - LST",MUNICIPAL
PA,TAX6038,42-105-1216987-LST-530304,"Sylvania, TWP of - LST",SCHOOL
PA,TAX2105,42-027-1216129-EIT-141003,"Huston, TWP of - EIT (141003)",MUNICIPAL
PA,TAX2105,42-027-1216129-EIT-141003,"Huston, TWP of - EIT (141003)",SCHOOL
PA,TAX3780,42-015-1215985-EIT-086503,"North Towanda, TWP of - EIT",MUNICIPAL
PA,TAX3780,42-015-1215985-EIT-086503,"North Towanda, TWP of - EIT",SCHOOL
PA,TAX716,42-125-1215657-LST-631803,"Charleroi, BORO of - LST",MUNICIPAL
PA,TAX716,42-125-1215657-LST-631803,"Charleroi, BORO of - LST",SCHOOL
PA,TAX1659,42-013-1215960-EIT-073503,"Frankstown, TWP of - EIT",MUNICIPAL
PA,TAX1659,42-013-1215960-EIT-073503,"Frankstown, TWP of - EIT",SCHOOL
PA,TAX3123,42-045-1216385-EIT-235502,"Marple, TWP of - EIT",MUNICIPAL
PA,TAX3123,42-045-1216385-EIT-235502,"Marple, TWP of - EIT",SCHOOL
PA,TAX2832,42-083-1215432-EIT-420803,"Lewis Run, BORO of - EIT",MUNICIPAL
PA,TAX2832,42-083-1215432-EIT-420803,"Lewis Run, BORO of - EIT",SCHOOL
PA,TAX344,42-005-1215839-LST-030852,"Bethel, TWP of - LST (030852)",MUNICIPAL
PA,TAX344,42-005-1215839-LST-030852,"Bethel, TWP of - LST (030852)",SCHOOL
PA,TAX3158,42-125-1217317-EIT-632403,"McDonald, BORO of - EIT (632403)",MUNICIPAL
PA,TAX3158,42-125-1217317-EIT-632403,"McDonald, BORO of - EIT (632403)",SCHOOL
PA,TAX719,42-029-1216145-EIT-153503,"Charlestown, TWP of - EIT",MUNICIPAL
PA,TAX719,42-029-1216145-EIT-153503,"Charlestown, TWP of - EIT",SCHOOL
PA,TAX6016,42-043-1216368-LST-228303,"Susquehanna, TWP of - LST (228303)",MUNICIPAL
PA,TAX6016,42-043-1216368-LST-228303,"Susquehanna, TWP of - LST (228303)",SCHOOL
PA,TAX3534,42-079-1215400-EIT-402603,"Nanticoke, City of - EIT",MUNICIPAL
PA,TAX3534,42-079-1215400-EIT-402603,"Nanticoke, City of - EIT",SCHOOL
PA,TAX3479,42-001-1215790-LST-015203,"Mount Joy, TWP of - LST (015203)",MUNICIPAL
PA,TAX3479,42-001-1215790-LST-015203,"Mount Joy, TWP of - LST (015203)",SCHOOL
PA,TAX271,42-011-1214909-LST-060753,"Bechtelsville, BORO of - LST",MUNICIPAL
PA,TAX271,42-011-1214909-LST-060753,"Bechtelsville, BORO of - LST",SCHOOL
PA,TAX5773,42-007-1215886-LST-041603,"South Beaver, TWP of - LST",MUNICIPAL
PA,TAX5773,42-007-1215886-LST-041603,"South Beaver, TWP of - LST",SCHOOL
PA,TAX3521,42-081-1215424-LST-415303,"Muncy, BORO of - LST",MUNICIPAL
PA,TAX3521,42-081-1215424-LST-415303,"Muncy, BORO of - LST",SCHOOL
PA,TAX6161,42-011-1215950-LST-068003,"Tulpehocken, TWP of - LST",MUNICIPAL
PA,TAX6161,42-011-1215950-LST-068003,"Tulpehocken, TWP of - LST",SCHOOL
PA,TAX6243,42-073-1216666-LST-377003,"Union, TWP of - LST (377003)",MUNICIPAL
PA,TAX6243,42-073-1216666-LST-377003,"Union, TWP of - LST (377003)",SCHOOL
PA,TAX299,42-013-1214940-LST-071003,"Bellwood, BORO of - LST",MUNICIPAL
PA,TAX299,42-013-1214940-LST-071003,"Bellwood, BORO of - LST",SCHOOL
PA,TAX6130,42-039-1215143-EIT-204703,"Townville, BORO of - EIT",MUNICIPAL
PA,TAX6130,42-039-1215143-EIT-204703,"Townville, BORO of - EIT",SCHOOL
PA,TAX6504,42-099-1216955-LST-506003,"Watts, TWP of - LST",MUNICIPAL
PA,TAX6504,42-099-1216955-LST-506003,"Watts, TWP of - LST",SCHOOL
PA,TAX3771,42-131-1217274-LST-667503,"Northmoreland, TWP of - LST",MUNICIPAL
PA,TAX3771,42-131-1217274-LST-667503,"Northmoreland, TWP of - LST",SCHOOL
PA,TAX3480,42-071-1216637-LST-362203,"Mount Joy, TWP of - LST (362203)",MUNICIPAL
PA,TAX3480,42-071-1216637-LST-362203,"Mount Joy, TWP of - LST (362203)",SCHOOL
PA,TAX1839,42-027-1216124-EIT-147003,"Gregg, TWP of - EIT (147003)",MUNICIPAL
PA,TAX1839,42-027-1216124-EIT-147003,"Gregg, TWP of - EIT (147003)",SCHOOL
PA,TAX1614,42-107-1215548-LST-545003,"Frackville, BORO of - LST",MUNICIPAL
PA,TAX1614,42-107-1215548-LST-545003,"Frackville, BORO of - LST",SCHOOL
PA,TAX6589,42-075-1216686-EIT-381303,"West Cornwall, TWP of - EIT",MUNICIPAL
PA,TAX6589,42-075-1216686-EIT-381303,"West Cornwall, TWP of - EIT",SCHOOL
PA,TAX521,42-057-1729680-LST-297504,"Brush Creek, TWP of - LST",MUNICIPAL
PA,TAX521,42-057-1729680-LST-297504,"Brush Creek, TWP of - LST",SCHOOL
PA,TAX3099,42-045-1215186-EIT-231303,"Marcus Hook, BORO of - EIT",MUNICIPAL
PA,TAX3099,42-045-1215186-EIT-231303,"Marcus Hook, BORO of - EIT",SCHOOL
PA,TAX6447,42-031-1216221-EIT-167504,"Washington, TWP of - EIT (167504)",MUNICIPAL
PA,TAX6447,42-031-1216221-EIT-167504,"Washington, TWP of - EIT (167504)",SCHOOL
PA,TAX242,42-125-1215651-EIT-631003,"Beallsville, BORO of - EIT",MUNICIPAL
PA,TAX242,42-125-1215651-EIT-631003,"Beallsville, BORO of - EIT",SCHOOL
PA,TAX274,42-009-1215887-EIT-051003,"Bedford, TWP of - EIT",MUNICIPAL
PA,TAX274,42-009-1215887-EIT-051003,"Bedford, TWP of - EIT",SCHOOL
PA,TAX6345,42-005-1215862-EIT-030852,"Valley, TWP of - EIT (030852)",MUNICIPAL
PA,TAX6345,42-005-1215862-EIT-030852,"Valley, TWP of - EIT (030852)",SCHOOL
PA,TAX1337,42-025-1215044-LST-139004,"East Side, BORO of - LST",MUNICIPAL
PA,TAX1337,42-025-1215044-LST-139004,"East Side, BORO of - LST",SCHOOL
PA,TAX2090,42-017-1214966-EIT-097502,"Hulmeville, BORO of - EIT",MUNICIPAL
PA,TAX2090,42-017-1214966-EIT-097502,"Hulmeville, BORO of - EIT",SCHOOL
PA,TAX5129,42-043-1215169-LST-229003,"Pillow, BORO of - LST",MUNICIPAL
PA,TAX5129,42-043-1215169-LST-229003,"Pillow, BORO of - LST",SCHOOL
PA,TAX595,42-039-1216299-EIT-204703,"Cambridge, TWP of - EIT",MUNICIPAL
PA,TAX595,42-039-1216299-EIT-204703,"Cambridge, TWP of - EIT",SCHOOL
PA,TAX995,42-049-1215206-LST-258503,"Cranesville, BORO of - LST",MUNICIPAL
PA,TAX995,42-049-1215206-LST-258503,"Cranesville, BORO of - LST",SCHOOL
PA,TAX5108,42-055-1216468-LST-286003,"Peters, TWP of - LST (286003)",MUNICIPAL
PA,TAX5108,42-055-1216468-LST-286003,"Peters, TWP of - LST (286003)",SCHOOL
PA,TAX2900,42-097-1216920-EIT-493503,"Little Mahanoy, TWP of - EIT",MUNICIPAL
PA,TAX2900,42-097-1216920-EIT-493503,"Little Mahanoy, TWP of - EIT",SCHOOL
PA,TAX1004,42-021-1215014-EIT-116003,"Cresson, BORO of - EIT",MUNICIPAL
PA,TAX1004,42-021-1215014-EIT-116003,"Cresson, BORO of - EIT",SCHOOL
PA,TAX6851,42-085-1216824-LST-433903,"Worth, TWP of - LST (433903)",MUNICIPAL
